0	1.790632
1	1.909975
2	1.710788
3	1.794562
4	2.137828
5	1.696649
6	1.951498
7	2.201767
8	1.798005
9	1.946105
10	1.770535
11	1.614416
12	2.129872
13	1.617282
14	2.087458
15	1.670867
16	1.658047
17	1.650760
18	1.703931
19	1.676689
20	1.755946
21	2.780924
22	1.673538
23	2.000453
24	1.788826
25	1.592681
26	1.766003
27	2.098633
28	1.882496
29	1.818918
30	1.983298
31	1.625157
32	2.108042
33	1.733016
34	2.119992
35	1.725474
36	3.103338
37	2.187435
38	1.960437
39	1.917557
40	2.107624
41	1.716641
42	1.684062
43	2.036040
44	1.612550
45	1.817075
46	1.911029
47	1.634036
48	1.699814
49	2.346510
50	1.778967
51	1.716075
52	2.926591
53	1.815563
54	2.254598
55	1.987129
56	1.703343
57	1.668900
58	2.088950
59	2.147935
60	1.789140
61	1.963894
62	1.817967
63	1.717699
64	1.817257
65	2.579545
66	1.929283
67	2.611162
68	1.869110
69	1.851604
70	1.525941
71	2.305986
72	1.883313
73	1.746745
74	3.002932
75	1.795439
76	2.710153
77	1.618138
78	3.117901
79	1.894962
80	2.395792
81	1.767613
82	1.613517
83	1.675033
84	1.717031
85	1.931750
86	1.617884
87	1.827996
88	1.809196
89	1.734134
90	1.752872
91	2.355170
92	1.782930
93	1.698153
94	1.848942
95	2.148708
96	3.303126
97	1.671622
98	2.244586
99	3.073021
100	1.716414
101	1.788617
102	1.651417
103	2.060713
104	2.668152
105	1.831732
106	1.709716
107	2.506749
108	1.703918
109	1.712454
110	1.889043
111	1.679206
112	1.745188
113	2.041192
114	2.688282
115	1.665268
116	1.794121
117	1.615679
118	1.743500
119	1.685888
120	2.025783
121	1.749527
122	1.620481
123	2.433163
124	1.833792
125	1.911786
126	1.764741
127	1.707737
128	1.847557
129	1.703149
130	1.723921
131	3.109545
132	2.158053
133	1.816873
134	1.921110
135	2.176545
136	1.525506
137	1.711493
138	2.359163
139	2.135357
140	1.766111
141	1.812367
142	1.735403
143	2.468034
144	1.879458
145	1.871283
146	1.973980
147	1.609934
148	1.827388
149	1.672899
150	1.666450
151	1.845944
152	3.221918
153	2.508865
154	1.900388
155	1.669347
156	1.699315
157	1.993977
158	1.653306
159	1.626762
160	1.996830
161	1.940057
162	1.675687
163	1.688642
164	1.920996
165	1.842991
166	1.952496
167	1.785313
168	1.904232
169	1.937641
170	1.620973
171	1.899444
172	1.722426
173	1.842801
174	2.869901
175	1.626908
176	1.946548
177	1.606549
178	1.611508
179	1.792676
180	1.614411
181	1.855260
182	1.600018
183	1.647169
184	2.346196
185	3.338965
186	1.817358
187	1.665334
188	1.658337
189	1.806126
190	1.918929
191	1.581298
192	3.047178
193	1.697001
194	2.041293
195	2.026648
196	2.943201
197	1.776955
198	1.645618
199	2.019446
200	1.788439
201	2.168508
202	1.896667
203	1.616206
204	2.741755
205	1.780661
206	1.657386
207	2.858993
208	2.539584
209	1.767265
210	1.709207
211	1.726134
212	1.671533
213	1.796594
214	1.746146
215	1.662101
216	1.814471
217	1.864477
218	1.715608
219	2.315579
220	2.436732
221	3.755379
222	1.799315
223	1.851678
224	2.149390
225	2.712659
226	1.909227
227	2.349928
228	1.817971
229	1.717451
230	1.866162
231	2.225554
232	1.589953
233	1.666953
234	1.559525
235	1.857032
236	1.692257
237	3.345093
238	2.543676
239	2.393287
240	1.716825
241	2.028239
242	1.764778
243	1.684227
244	1.723464
245	2.289255
246	1.789129
247	2.880251
248	3.355332
249	2.269620
250	1.807337
251	1.758220
252	1.803901
253	1.825113
254	1.638430
255	1.709144
256	1.653803
257	1.959600
258	1.870932
259	2.629999
260	1.589463
261	1.988472
262	1.667346
263	1.736458
264	1.966844
265	1.663044
266	1.873434
267	1.665066
268	2.676160
269	1.751589
270	2.985214
271	1.799519
272	1.714275
273	1.670111
274	1.644053
275	1.627664
276	1.652046
277	2.103247
278	1.662374
279	1.692028
280	2.773778
281	2.480141
282	1.846213
283	1.710963
284	1.650910
285	1.846977
286	2.009640
287	1.722777
288	2.799483
289	1.710781
290	1.733471
291	1.862193
292	1.700923
293	1.730581
294	1.716705
295	1.587917
296	1.817229
297	1.620497
298	1.964693
299	2.010366
300	3.268518
301	1.813885
302	1.725418
303	1.833130
304	1.806388
305	1.891069
306	1.923896
307	2.859678
308	1.874852
309	1.613193
310	1.781471
311	2.481160
312	1.756257
313	1.743502
314	3.162728
315	1.799423
316	1.925885
317	1.642368
318	1.704582
319	1.798448
320	2.317048
321	1.744930
322	2.503073
323	1.865237
324	1.774503
325	1.884713
326	1.972004
327	1.869121
328	2.035222
329	1.644615
330	1.815156
331	1.691273
332	1.769177
333	1.594734
334	1.741034
335	1.666659
336	2.283023
337	1.985506
338	2.071271
339	1.957446
340	1.565514
341	2.882365
342	1.681323
343	2.327248
344	1.843618
345	1.857363
346	2.047997
347	1.844754
348	1.860832
349	1.623259
350	1.939049
351	1.803427
352	1.737553
353	1.675009
354	1.721997
355	1.728425
