0	1.752947
1	1.714304
2	1.832232
3	1.766162
4	1.706893
5	1.942956
6	1.751451
7	1.834188
8	1.672808
9	1.670395
10	1.897942
11	1.745090
12	1.748265
13	2.162578
14	1.672135
15	1.779581
16	1.752051
17	1.736743
18	1.632596
19	1.706212
20	1.855585
21	2.087187
22	1.556558
23	1.831082
24	1.615943
25	1.718658
26	1.660233
27	1.716318
28	1.819926
29	1.680726
30	1.975716
31	1.805263
32	1.641272
33	1.807956
34	1.693173
35	1.788533
36	2.144110
37	1.660183
38	1.624417
39	1.747974
40	1.703576
41	1.749374
42	2.023426
43	1.625672
44	1.971020
45	1.882707
46	1.739196
47	1.758737
48	1.908769
49	1.725384
50	1.736365
51	1.912250
52	1.728343
53	1.743470
54	1.664354
55	1.761818
56	1.824459
57	1.741004
58	1.714450
59	1.775280
60	3.265617
61	1.780651
62	2.157431
63	2.051962
64	1.761660
65	1.955583
66	1.772188
67	1.762992
68	1.705512
69	2.510812
70	1.904615
71	1.651598
72	1.802140
73	2.869894
74	1.800924
75	1.663524
76	1.766342
77	1.648969
78	1.662682
79	1.939378
80	1.760420
81	1.728877
82	1.741231
83	2.000127
84	1.754550
85	1.630946
86	1.654838
87	1.628545
88	1.828755
89	1.779606
90	2.023065
91	1.706743
92	1.751256
93	1.720275
94	2.085967
95	2.161996
96	1.779968
97	1.663277
98	1.750436
99	1.689837
100	1.745183
101	1.695411
102	1.925341
103	1.828716
104	1.794315
105	1.766999
106	1.596953
107	1.795138
108	1.700612
109	2.024380
110	1.920385
111	1.737137
112	1.731672
113	2.744036
114	1.730679
115	1.657738
116	1.757205
117	1.828582
118	1.950219
119	1.807492
120	1.793227
121	1.671196
122	1.841896
123	1.809505
124	1.658077
125	2.557364
126	1.931261
127	1.710412
128	1.721872
129	1.720197
130	2.191399
131	2.450154
132	1.769840
133	1.631056
134	1.702005
135	1.680381
136	1.676728
137	1.823384
138	2.065791
139	1.670150
140	1.708738
141	1.708752
142	1.780264
143	1.672983
144	1.803198
145	1.714113
146	2.097370
147	2.249698
148	1.740285
149	1.884277
150	1.629245
151	1.784688
152	1.790637
153	2.291194
154	2.116463
155	1.763687
156	1.657901
157	1.652552
158	1.683291
159	1.828841
160	1.838733
161	1.732075
162	1.702324
163	1.830095
164	1.833781
165	1.679090
166	1.794507
167	1.922214
168	2.412262
169	1.708613
170	2.039057
171	1.650282
172	1.664179
173	1.846918
174	1.925379
175	2.037654
176	1.721652
177	1.868847
178	1.714543
179	2.026177
180	1.776113
181	2.304897
182	1.809421
183	1.747643
184	1.632685
185	1.704974
186	1.655114
187	1.705737
188	1.659439
189	1.858683
190	1.691463
191	1.930381
192	1.698584
193	1.693340
194	1.672860
195	1.789743
196	1.967277
197	1.771341
198	1.739395
199	2.097348
200	1.646926
201	1.594835
202	1.799207
203	2.273698
204	1.659111
205	1.603304
206	1.648830
207	1.733969
208	1.947624
209	1.619568
210	1.647691
211	1.936076
212	1.691845
213	1.872666
214	1.933552
215	1.682543
216	1.633320
217	2.805097
218	1.716905
219	1.761470
220	1.747450
221	1.680506
222	2.933022
223	1.685250
224	1.757801
225	1.589500
226	1.795179
227	2.029181
228	1.773964
229	1.760900
230	1.753635
231	1.682359
232	1.654710
233	2.905701
234	1.623486
235	1.655113
236	1.839690
237	1.792131
238	1.699851
239	1.605610
240	2.191685
241	1.765872
242	1.974892
243	2.561055
244	1.820816
245	1.656549
246	1.824867
247	1.698398
248	1.844878
249	1.705717
250	1.850785
251	1.674050
252	1.868741
253	1.720438
254	1.879179
255	1.681741
256	1.623976
257	1.915250
258	1.776751
259	1.970496
260	1.711173
261	1.828278
262	1.732328
263	1.782026
264	1.679216
265	1.595257
266	1.673561
267	2.335047
268	1.755364
269	1.790092
270	1.765617
271	2.350976
272	1.853309
273	1.700218
274	1.907141
275	1.802516
276	2.218888
277	1.690088
278	1.717664
279	1.787503
280	1.783181
281	1.616322
282	1.653118
283	1.626975
284	1.748824
285	1.607975
286	1.838524
287	2.141459
288	1.614261
289	1.867525
290	1.802725
291	1.696044
292	2.249592
293	1.759666
294	1.703762
295	1.683015
296	1.780236
297	1.750472
298	1.659073
299	1.802321
300	1.773769
301	2.168062
302	1.690754
303	1.724880
304	1.801299
305	1.644183
306	2.059179
307	1.728158
308	1.842286
309	1.617334
310	1.875910
311	1.661297
312	1.723528
313	1.662389
314	2.595863
315	1.729623
316	1.909775
317	1.750253
318	1.744537
319	1.650924
320	1.861869
321	1.717401
322	1.822244
323	1.818929
324	2.032840
325	1.695906
326	1.656716
327	1.687253
328	1.708795
329	1.759139
330	1.783490
331	1.653929
332	1.831611
333	1.893714
334	2.294333
335	1.974785
336	1.818743
337	1.870788
338	1.849005
339	1.619518
340	1.648698
341	1.707182
342	1.587943
343	1.863070
344	1.662754
345	1.669764
346	1.888085
347	1.718176
348	1.802829
349	1.892485
350	1.786534
351	1.861583
352	2.115725
353	1.850994
354	1.629981
355	2.089216
356	1.833001
357	1.832754
358	1.870696
359	1.908079
360	1.743631
361	2.042799
362	1.879458
363	1.945982
364	1.776632
365	1.845709
366	1.876952
367	1.694865
368	1.753199
369	1.575723
370	1.663045
371	1.566242
372	1.721993
373	1.683868
374	1.730821
375	1.640135
376	1.847959
377	1.879064
378	1.613538
379	2.032845
380	1.839225
381	1.863516
382	1.678489
383	1.652832
384	1.837503
385	1.670615
386	1.919405
387	1.810544
388	1.898935
389	1.602493
390	1.810679
391	1.707291
392	2.270869
393	1.734481
394	1.839057
395	1.693127
396	1.817457
397	1.883087
398	1.723830
399	1.603598
400	2.026414
401	1.953247
402	2.578931
403	1.857627
404	1.647111
405	1.856820
406	1.728465
407	1.701872
408	1.754410
409	1.766291
410	2.003385
411	1.864323
412	1.858696
413	1.782794
414	1.711140
415	2.437659
416	1.889688
417	2.510264
418	1.822415
419	1.637774
420	1.919290
421	1.649822
422	1.737401
423	2.002234
424	1.667926
425	2.094899
426	2.158559
427	1.733801
428	2.227078
429	1.725031
430	1.678473
431	1.939539
432	2.557774
433	1.631348
434	1.688008
435	2.787439
